Snoring Rate,Respiratory Rate,Body Temperature,Limb Movement,Blood Oxygen,Eye Movement,Sleep Hours,Heart Rate,Stress Level
2.0,24.0,98.3,6.0,97.0,0.0,8.6,73.0,0.0
1.0,16.0,98.0,7.0,96.0,0.0,7.3,81.0,0.0
0.0,24.0,97.1,2.0,91.0,1.0,5.5,82.0,0.0
7.0,23.0,97.1,2.0,98.0,1.0,4.7,85.0,0.0
5.0,16.0,98.0,9.0,99.0,1.0,6.5,100.0,1.0
2.0,15.0,97.1,10.0,100.0,1.0,9.3,83.0,1.0
3.0,19.0,98.2,9.0,91.0,0.0,8.9,100.0,1.0
9.0,16.0,98.2,0.0,94.0,1.0,4.5,71.0,1.0
4.0,20.0,98.3,5.0,99.0,0.0,7.6,73.0,0.0
10.0,23.0,98.2,4.0,91.0,1.0,8.5,60.0,1.0
3.0,25.0,98.1,7.0,98.0,0.0,5.8,99.0,0.0
10.0,18.0,97.7,9.0,98.0,0.0,4.7,76.0,0.0
10.0,21.0,98.9,9.0,98.0,0.0,9.1,65.0,1.0
1.0,25.0,98.2,9.0,99.0,1.0,5.5,94.0,0.0
3.0,18.0,98.4,4.0,94.0,0.0,5.7,64.0,0.0
1.0,24.0,98.4,1.0,100.0,0.0,7.5,76.0,1.0
9.0,21.0,97.3,3.0,100.0,1.0,5.4,94.0,1.0
7.0,25.0,97.7,9.0,92.0,0.0,6.3,80.0,1.0
3.0,20.0,97.3,6.0,99.0,0.0,8.2,96.0,0.0
1.0,16.0,97.9,0.0,93.0,0.0,7.1,66.0,1.0
1.0,22.0,98.3,4.0,91.0,1.0,5.4,83.0,1.0
3.0,24.0,97.2,6.0,97.0,0.0,7.3,74.0,0.0
6.0,14.0,98.7,5.0,92.0,1.0,9.4,81.0,0.0
5.0,24.0,98.2,0.0,91.0,1.0,6.8,98.0,0.0
3.0,25.0,98.3,1.0,90.0,0.0,6.3,65.0,0.0
10.0,21.0,97.3,5.0,99.0,1.0,5.2,61.0,1.0
5.0,20.0,97.1,0.0,98.0,1.0,7.5,98.0,0.0
4.0,17.0,97.4,6.0,92.0,1.0,7.3,94.0,0.0
10.0,17.0,98.6,6.0,98.0,0.0,8.8,73.0,0.0
10.0,21.0,98.0,6.0,100.0,0.0,5.9,82.0,1.0
5.0,18.0,98.5,5.0,98.0,1.0,7.7,85.0,0.0
7.0,23.0,97.1,7.0,96.0,0.0,7.8,90.0,0.0
7.0,24.0,99.0,8.0,96.0,0.0,7.4,63.0,1.0
3.0,24.0,98.4,10.0,90.0,0.0,5.8,98.0,0.0
6.0,25.0,97.5,7.0,95.0,0.0,7.4,72.0,0.0
1.0,14.0,98.5,5.0,92.0,1.0,6.8,90.0,1.0
2.0,24.0,98.8,0.0,92.0,0.0,8.9,73.0,0.0
10.0,16.0,99.0,0.0,93.0,1.0,6.0,77.0,1.0
0.0,25.0,98.3,3.0,90.0,0.0,9.2,81.0,0.0
6.0,25.0,98.5,8.0,92.0,0.0,7.4,73.0,0.0
6.0,12.0,97.5,3.0,97.0,1.0,8.5,62.0,1.0
4.0,15.0,97.7,7.0,91.0,0.0,8.0,98.0,0.0
0.0,23.0,98.2,9.0,93.0,0.0,4.1,79.0,1.0
9.0,14.0,99.0,3.0,93.0,1.0,9.5,98.0,0.0
8.0,24.0,98.8,5.0,100.0,1.0,8.9,96.0,0.0
6.0,25.0,97.7,2.0,91.0,0.0,4.1,73.0,0.0
8.0,17.0,98.8,8.0,100.0,1.0,9.2,92.0,1.0
9.0,22.0,98.9,2.0,97.0,0.0,5.5,72.0,1.0
9.0,12.0,97.4,8.0,100.0,0.0,6.4,70.0,1.0
4.0,12.0,97.5,10.0,90.0,1.0,8.1,73.0,1.0
3.0,25.0,97.4,7.0,98.0,0.0,7.9,72.0,0.0
8.0,25.0,97.2,3.0,97.0,0.0,6.5,95.0,0.0
4.0,14.0,98.3,4.0,98.0,1.0,4.1,89.0,1.0
10.0,22.0,98.8,7.0,90.0,1.0,6.6,98.0,1.0
4.0,18.0,98.2,7.0,96.0,1.0,8.6,66.0,1.0
1.0,23.0,98.6,1.0,90.0,1.0,4.6,85.0,0.0
8.0,16.0,98.9,6.0,96.0,0.0,8.1,76.0,0.0
7.0,21.0,98.1,2.0,90.0,1.0,9.8,91.0,0.0
6.0,21.0,98.7,2.0,90.0,1.0,4.9,87.0,1.0
1.0,15.0,98.6,1.0,98.0,1.0,9.8,85.0,1.0
4.0,24.0,97.8,6.0,98.0,1.0,4.2,96.0,1.0
5.0,19.0,99.0,1.0,96.0,0.0,5.6,75.0,0.0
1.0,21.0,97.4,6.0,95.0,0.0,8.0,64.0,1.0
0.0,17.0,98.3,1.0,98.0,0.0,7.5,76.0,0.0
9.0,19.0,97.7,4.0,92.0,1.0,6.0,87.0,0.0
6.0,13.0,97.9,6.0,91.0,0.0,8.9,64.0,1.0
2.0,24.0,97.8,8.0,92.0,0.0,9.9,60.0,1.0
0.0,13.0,97.2,1.0,96.0,0.0,6.5,98.0,1.0
7.0,21.0,98.0,7.0,95.0,1.0,9.4,96.0,0.0
8.0,14.0,97.2,3.0,95.0,0.0,6.7,75.0,0.0
8.0,12.0,98.1,3.0,98.0,0.0,6.3,76.0,1.0
10.0,25.0,97.4,8.0,99.0,1.0,4.6,85.0,1.0
9.0,19.0,98.4,0.0,93.0,1.0,5.9,77.0,0.0
9.0,14.0,98.2,10.0,94.0,1.0,9.3,100.0,1.0
5.0,15.0,98.8,5.0,92.0,1.0,9.0,61.0,1.0
7.0,13.0,98.3,2.0,90.0,1.0,7.3,86.0,1.0
0.0,17.0,98.2,4.0,91.0,0.0,7.4,75.0,0.0
8.0,21.0,98.0,10.0,99.0,1.0,7.7,88.0,0.0
10.0,14.0,97.2,4.0,100.0,0.0,6.3,69.0,0.0
3.0,20.0,97.5,2.0,97.0,1.0,5.1,90.0,1.0
0.0,19.0,97.1,2.0,91.0,0.0,9.7,86.0,0.0
2.0,13.0,98.2,4.0,90.0,0.0,6.7,78.0,1.0
9.0,24.0,97.0,8.0,96.0,1.0,5.7,76.0,1.0
6.0,24.0,98.4,8.0,99.0,0.0,7.8,99.0,0.0
0.0,15.0,98.4,8.0,99.0,0.0,6.2,79.0,0.0
9.0,12.0,98.8,1.0,99.0,0.0,4.6,81.0,1.0
6.0,18.0,98.9,7.0,91.0,0.0,4.3,71.0,1.0
3.0,14.0,98.4,5.0,98.0,1.0,5.6,67.0,0.0
9.0,15.0,98.6,7.0,99.0,1.0,7.6,70.0,0.0
8.0,20.0,97.4,10.0,92.0,1.0,9.0,72.0,1.0
9.0,19.0,97.8,4.0,92.0,0.0,8.9,82.0,0.0
1.0,24.0,98.1,10.0,92.0,0.0,5.7,60.0,0.0
8.0,13.0,97.2,4.0,94.0,1.0,5.4,69.0,0.0
1.0,25.0,98.8,7.0,92.0,0.0,9.7,69.0,1.0
0.0,15.0,98.1,10.0,92.0,0.0,5.2,87.0,1.0
6.0,14.0,97.7,5.0,99.0,0.0,6.0,88.0,0.0
4.0,19.0,97.5,7.0,91.0,0.0,4.7,85.0,1.0
4.0,22.0,97.7,5.0,97.0,1.0,8.9,62.0,1.0
3.0,22.0,97.8,3.0,93.0,0.0,6.0,70.0,1.0
1.0,14.0,97.5,9.0,96.0,1.0,6.9,64.0,0.0
1.0,25.0,98.4,9.0,98.0,1.0,7.0,60.0,0.0
10.0,15.0,98.1,10.0,100.0,0.0,6.5,67.0,1.0
7.0,19.0,98.9,7.0,93.0,1.0,8.6,94.0,0.0
0.0,21.0,97.1,3.0,91.0,1.0,4.7,78.0,1.0
0.0,24.0,98.9,3.0,90.0,0.0,7.9,85.0,1.0
5.0,23.0,98.9,6.0,93.0,0.0,9.8,94.0,0.0
10.0,23.0,98.0,2.0,93.0,0.0,6.4,75.0,1.0
3.0,12.0,98.0,8.0,91.0,0.0,6.6,77.0,0.0
4.0,19.0,97.5,5.0,95.0,1.0,6.5,79.0,1.0
9.0,19.0,97.8,2.0,91.0,1.0,6.3,63.0,0.0
4.0,14.0,97.3,3.0,100.0,0.0,10.0,73.0,0.0
0.0,24.0,97.7,2.0,90.0,0.0,9.1,85.0,1.0
4.0,21.0,98.8,10.0,92.0,0.0,6.5,94.0,1.0
2.0,23.0,98.3,0.0,92.0,1.0,4.8,94.0,0.0
1.0,14.0,98.7,9.0,100.0,0.0,5.5,87.0,1.0
4.0,13.0,97.2,6.0,91.0,0.0,5.3,99.0,0.0
3.0,19.0,97.5,1.0,96.0,1.0,9.8,86.0,0.0
7.0,21.0,97.5,10.0,90.0,0.0,9.0,67.0,0.0
1.0,19.0,97.3,8.0,91.0,1.0,8.9,65.0,0.0
2.0,16.0,98.9,1.0,94.0,1.0,8.7,67.0,1.0
3.0,15.0,98.2,9.0,92.0,1.0,4.3,75.0,1.0
7.0,13.0,98.9,0.0,97.0,0.0,8.4,70.0,0.0
0.0,16.0,97.4,7.0,93.0,0.0,4.4,66.0,0.0
6.0,20.0,98.1,4.0,98.0,0.0,7.9,64.0,1.0
1.0,23.0,98.6,8.0,97.0,0.0,6.3,66.0,0.0
0.0,16.0,97.7,0.0,90.0,0.0,8.2,60.0,0.0
8.0,13.0,97.2,1.0,100.0,0.0,4.4,79.0,0.0
2.0,20.0,97.3,3.0,94.0,0.0,4.9,90.0,1.0
5.0,25.0,98.9,7.0,91.0,0.0,7.4,96.0,0.0
10.0,19.0,98.8,3.0,97.0,0.0,9.9,61.0,0.0
4.0,19.0,97.4,8.0,93.0,1.0,6.4,68.0,1.0
4.0,25.0,98.8,7.0,97.0,0.0,6.0,63.0,0.0
3.0,18.0,97.8,0.0,90.0,0.0,5.8,98.0,0.0
1.0,23.0,97.9,7.0,90.0,0.0,7.1,71.0,1.0
10.0,25.0,97.3,1.0,93.0,1.0,9.0,61.0,0.0
10.0,21.0,98.3,3.0,93.0,0.0,9.7,75.0,1.0
2.0,19.0,97.9,3.0,96.0,1.0,9.5,69.0,1.0
0.0,12.0,98.5,1.0,100.0,0.0,4.7,71.0,1.0
2.0,18.0,97.2,3.0,98.0,0.0,4.0,60.0,0.0
9.0,15.0,97.4,8.0,93.0,0.0,9.6,98.0,0.0
1.0,25.0,98.4,5.0,94.0,0.0,7.3,64.0,0.0
2.0,22.0,99.0,2.0,93.0,0.0,7.9,73.0,0.0
0.0,13.0,98.2,0.0,92.0,0.0,6.0,96.0,1.0
10.0,19.0,98.9,7.0,93.0,1.0,5.1,94.0,1.0
8.0,19.0,98.7,3.0,92.0,1.0,9.5,77.0,1.0
5.0,15.0,98.7,4.0,90.0,1.0,9.8,65.0,1.0
6.0,20.0,98.0,6.0,93.0,0.0,7.1,87.0,1.0
7.0,19.0,98.0,3.0,97.0,0.0,7.2,82.0,0.0
2.0,16.0,98.5,10.0,98.0,1.0,7.4,91.0,1.0
5.0,13.0,98.5,4.0,90.0,0.0,9.5,60.0,0.0
8.0,12.0,98.4,9.0,96.0,1.0,8.4,65.0,1.0
4.0,21.0,97.3,0.0,98.0,1.0,10.0,98.0,1.0
10.0,12.0,97.5,0.0,91.0,0.0,4.3,84.0,1.0
9.0,18.0,98.0,7.0,100.0,0.0,8.9,82.0,0.0
5.0,19.0,98.2,7.0,92.0,0.0,8.7,88.0,1.0
6.0,25.0,97.7,9.0,95.0,1.0,7.6,97.0,0.0
8.0,20.0,97.5,2.0,90.0,0.0,9.0,61.0,1.0
1.0,23.0,98.4,4.0,94.0,0.0,4.3,99.0,1.0
5.0,14.0,98.6,5.0,93.0,1.0,7.1,62.0,0.0
1.0,22.0,97.9,0.0,92.0,0.0,4.8,81.0,1.0
1.0,25.0,98.1,8.0,90.0,1.0,8.5,96.0,0.0
8.0,23.0,98.6,0.0,96.0,1.0,5.8,86.0,1.0
3.0,14.0,97.5,7.0,91.0,1.0,6.8,91.0,1.0
10.0,13.0,97.3,3.0,93.0,0.0,7.1,75.0,1.0
9.0,15.0,97.1,0.0,90.0,0.0,8.3,60.0,1.0
5.0,13.0,97.5,5.0,91.0,1.0,8.6,88.0,1.0
3.0,17.0,97.1,4.0,95.0,1.0,9.1,65.0,1.0
8.0,21.0,98.1,1.0,99.0,0.0,7.9,94.0,1.0
4.0,17.0,98.5,9.0,95.0,0.0,8.0,95.0,0.0
5.0,22.0,98.0,5.0,91.0,0.0,7.5,81.0,1.0
1.0,24.0,98.2,4.0,100.0,1.0,7.8,99.0,1.0
1.0,18.0,98.1,4.0,96.0,0.0,6.0,93.0,0.0
1.0,13.0,97.8,8.0,90.0,0.0,5.2,95.0,1.0
1.0,24.0,98.0,1.0,93.0,0.0,9.1,76.0,1.0
2.0,20.0,97.2,1.0,94.0,0.0,9.5,83.0,1.0
6.0,18.0,97.2,3.0,93.0,1.0,5.7,97.0,1.0
2.0,20.0,98.9,2.0,91.0,1.0,7.8,88.0,1.0
3.0,12.0,98.8,4.0,98.0,0.0,4.3,86.0,0.0
1.0,15.0,98.7,0.0,97.0,1.0,8.8,92.0,1.0
1.0,24.0,97.0,10.0,99.0,1.0,8.8,89.0,1.0
10.0,20.0,97.5,7.0,100.0,1.0,9.4,79.0,1.0
1.0,16.0,98.5,2.0,91.0,0.0,8.6,72.0,0.0
6.0,13.0,97.8,9.0,95.0,0.0,5.1,75.0,1.0
3.0,23.0,98.8,7.0,97.0,1.0,4.2,69.0,1.0
4.0,14.0,98.4,5.0,95.0,0.0,8.7,67.0,1.0
5.0,16.0,98.3,5.0,93.0,0.0,5.4,61.0,0.0
10.0,21.0,97.5,6.0,90.0,0.0,4.0,72.0,1.0
0.0,22.0,98.0,5.0,98.0,1.0,5.5,98.0,0.0
1.0,19.0,98.6,8.0,90.0,0.0,9.0,67.0,1.0
5.0,22.0,98.9,10.0,100.0,1.0,5.8,85.0,0.0
1.0,18.0,98.3,1.0,91.0,0.0,7.3,91.0,0.0
7.0,13.0,99.0,2.0,91.0,0.0,4.2,75.0,1.0
3.0,17.0,97.9,8.0,92.0,0.0,6.0,60.0,1.0
10.0,22.0,97.1,5.0,90.0,0.0,7.8,74.0,1.0
5.0,13.0,98.7,4.0,96.0,0.0,4.3,99.0,0.0
7.0,16.0,98.3,0.0,93.0,1.0,8.0,91.0,0.0
3.0,12.0,98.8,6.0,95.0,0.0,4.3,79.0,1.0
7.0,21.0,98.6,7.0,90.0,1.0,7.0,84.0,1.0
5.0,21.0,98.1,2.0,90.0,1.0,6.0,86.0,1.0
1.0,12.0,98.3,8.0,96.0,1.0,9.0,72.0,1.0
3.0,13.0,98.9,3.0,94.0,1.0,7.3,68.0,1.0
8.0,18.0,98.5,8.0,90.0,1.0,9.4,73.0,0.0
3.0,17.0,98.9,0.0,92.0,0.0,9.6,86.0,0.0
6.0,13.0,97.1,7.0,93.0,0.0,8.6,92.0,1.0
1.0,18.0,97.4,7.0,96.0,1.0,8.4,100.0,0.0
10.0,24.0,98.7,6.0,100.0,0.0,5.3,64.0,0.0
4.0,19.0,97.6,0.0,92.0,0.0,6.7,63.0,1.0
9.0,24.0,98.0,1.0,91.0,1.0,9.5,68.0,1.0
6.0,14.0,97.2,2.0,94.0,1.0,4.8,82.0,1.0
6.0,15.0,98.0,5.0,97.0,0.0,8.4,86.0,0.0
10.0,23.0,98.2,7.0,94.0,1.0,4.4,61.0,0.0
0.0,18.0,97.5,8.0,93.0,1.0,6.5,63.0,0.0
2.0,19.0,98.8,0.0,96.0,1.0,5.1,66.0,1.0
7.0,12.0,97.8,10.0,98.0,1.0,6.9,89.0,1.0
3.0,14.0,98.6,6.0,99.0,1.0,9.3,66.0,1.0
8.0,17.0,97.6,5.0,94.0,0.0,9.8,89.0,0.0
1.0,19.0,98.7,4.0,90.0,0.0,5.0,69.0,1.0
4.0,23.0,97.6,5.0,98.0,0.0,7.9,95.0,1.0
8.0,16.0,98.3,10.0,97.0,1.0,5.3,62.0,0.0
2.0,16.0,97.4,4.0,98.0,0.0,7.0,87.0,1.0
3.0,12.0,98.2,8.0,96.0,1.0,8.5,65.0,0.0
10.0,24.0,98.0,4.0,96.0,1.0,4.8,66.0,0.0
6.0,19.0,98.3,4.0,94.0,1.0,9.8,66.0,0.0
5.0,12.0,97.1,1.0,100.0,1.0,6.6,61.0,1.0
8.0,18.0,98.2,5.0,93.0,0.0,9.2,89.0,1.0
1.0,18.0,98.3,1.0,97.0,1.0,6.2,66.0,0.0
10.0,22.0,97.1,3.0,97.0,0.0,4.6,80.0,0.0
9.0,22.0,97.6,5.0,100.0,0.0,6.3,92.0,1.0
3.0,12.0,97.7,0.0,92.0,0.0,8.6,92.0,0.0
5.0,22.0,98.4,9.0,96.0,0.0,8.8,84.0,1.0
5.0,23.0,98.5,1.0,92.0,1.0,9.6,93.0,1.0
3.0,13.0,97.8,4.0,98.0,0.0,8.2,74.0,1.0
4.0,12.0,97.3,3.0,100.0,0.0,6.3,63.0,1.0
4.0,25.0,97.5,6.0,94.0,0.0,9.5,86.0,0.0
6.0,22.0,98.3,1.0,93.0,1.0,9.4,70.0,0.0
9.0,19.0,97.1,2.0,97.0,1.0,4.4,83.0,0.0
3.0,19.0,97.2,8.0,97.0,0.0,6.9,75.0,0.0
3.0,19.0,98.1,4.0,91.0,1.0,6.5,91.0,1.0
6.0,24.0,98.8,0.0,97.0,0.0,8.8,88.0,0.0
9.0,19.0,97.2,2.0,92.0,0.0,7.1,87.0,1.0
6.0,25.0,98.9,5.0,96.0,1.0,7.0,83.0,0.0
5.0,12.0,98.3,8.0,90.0,1.0,6.9,98.0,1.0
7.0,25.0,98.2,3.0,98.0,0.0,6.7,61.0,0.0
4.0,12.0,98.1,0.0,98.0,0.0,5.8,73.0,0.0
6.0,19.0,98.7,9.0,90.0,1.0,6.0,73.0,0.0
7.0,17.0,97.6,6.0,98.0,0.0,6.7,79.0,1.0
10.0,24.0,99.0,10.0,98.0,1.0,8.7,77.0,0.0
6.0,22.0,98.9,1.0,96.0,1.0,7.5,78.0,1.0
1.0,16.0,97.9,10.0,93.0,1.0,5.5,74.0,1.0
2.0,13.0,98.0,2.0,96.0,0.0,8.5,91.0,1.0
6.0,20.0,98.9,0.0,94.0,0.0,9.7,62.0,1.0
5.0,22.0,98.6,2.0,94.0,1.0,6.5,94.0,1.0
7.0,21.0,98.4,1.0,91.0,1.0,4.2,67.0,0.0
1.0,20.0,97.1,0.0,91.0,0.0,6.5,84.0,1.0
4.0,13.0,99.0,3.0,95.0,1.0,5.5,89.0,0.0
6.0,21.0,97.2,1.0,99.0,1.0,4.1,96.0,0.0
4.0,17.0,97.6,4.0,90.0,0.0,6.7,74.0,1.0
5.0,16.0,98.0,7.0,91.0,1.0,6.3,84.0,1.0
3.0,18.0,97.2,10.0,99.0,0.0,6.9,74.0,0.0
10.0,14.0,97.8,2.0,93.0,0.0,9.4,84.0,0.0
6.0,22.0,98.8,0.0,95.0,0.0,9.0,69.0,0.0
0.0,20.0,97.4,5.0,97.0,0.0,9.5,90.0,1.0
1.0,17.0,97.2,8.0,92.0,0.0,7.9,67.0,1.0
10.0,17.0,97.3,0.0,92.0,0.0,6.8,81.0,1.0
10.0,20.0,98.3,7.0,100.0,1.0,7.0,99.0,1.0
8.0,18.0,97.9,7.0,91.0,0.0,8.5,71.0,1.0
0.0,21.0,97.3,2.0,95.0,0.0,8.3,69.0,0.0
1.0,17.0,98.4,6.0,94.0,1.0,8.8,99.0,1.0
6.0,16.0,97.6,3.0,93.0,0.0,9.5,93.0,0.0
3.0,22.0,97.4,0.0,97.0,1.0,6.8,89.0,0.0
0.0,21.0,97.2,0.0,98.0,0.0,4.5,71.0,0.0
1.0,15.0,97.4,2.0,98.0,0.0,8.6,74.0,0.0
7.0,25.0,97.9,4.0,93.0,1.0,7.5,78.0,1.0
8.0,12.0,98.8,4.0,91.0,0.0,7.5,63.0,1.0
10.0,23.0,98.9,1.0,92.0,0.0,5.6,97.0,1.0
8.0,16.0,97.5,4.0,93.0,0.0,5.6,64.0,0.0
8.0,21.0,97.2,6.0,98.0,1.0,5.6,70.0,0.0
1.0,25.0,98.6,5.0,91.0,0.0,5.9,86.0,1.0
3.0,18.0,98.3,10.0,91.0,1.0,9.7,76.0,1.0
9.0,19.0,97.3,3.0,90.0,0.0,5.3,98.0,1.0
7.0,13.0,99.0,10.0,98.0,1.0,6.5,82.0,0.0
2.0,12.0,97.6,10.0,94.0,0.0,4.3,87.0,0.0
5.0,18.0,98.8,1.0,96.0,0.0,5.7,70.0,0.0
2.0,21.0,98.7,6.0,92.0,1.0,9.7,80.0,1.0
6.0,21.0,98.1,0.0,100.0,0.0,5.9,69.0,1.0
5.0,21.0,98.2,5.0,95.0,1.0,6.2,70.0,0.0
8.0,16.0,97.2,6.0,98.0,0.0,9.0,78.0,0.0
2.0,22.0,98.1,5.0,93.0,1.0,4.0,76.0,0.0
5.0,13.0,97.9,10.0,94.0,0.0,5.9,79.0,1.0
0.0,15.0,97.3,4.0,99.0,0.0,8.4,82.0,1.0
6.0,17.0,98.1,1.0,95.0,1.0,4.8,91.0,1.0
10.0,20.0,98.2,4.0,96.0,0.0,8.6,65.0,1.0
2.0,17.0,98.3,6.0,91.0,1.0,8.0,97.0,0.0
0.0,17.0,97.6,0.0,90.0,1.0,8.1,81.0,0.0
4.0,24.0,97.9,0.0,99.0,1.0,8.7,69.0,1.0
9.0,15.0,97.6,9.0,96.0,0.0,4.2,80.0,0.0
7.0,25.0,98.0,9.0,91.0,0.0,5.1,80.0,0.0
10.0,25.0,97.7,9.0,90.0,1.0,9.9,94.0,0.0
7.0,15.0,98.6,1.0,91.0,0.0,8.7,88.0,1.0
0.0,24.0,97.4,7.0,98.0,0.0,7.5,82.0,0.0
6.0,20.0,97.6,2.0,96.0,0.0,8.5,69.0,1.0
1.0,18.0,97.7,9.0,97.0,1.0,7.8,88.0,1.0
5.0,16.0,97.3,9.0,96.0,0.0,9.9,62.0,1.0
6.0,20.0,98.1,4.0,97.0,1.0,4.4,64.0,1.0
0.0,25.0,97.8,0.0,94.0,0.0,9.9,60.0,1.0
2.0,13.0,98.6,1.0,93.0,0.0,5.2,72.0,0.0
10.0,14.0,98.3,8.0,91.0,0.0,9.2,67.0,0.0
3.0,18.0,98.8,0.0,97.0,1.0,9.9,81.0,1.0
1.0,21.0,98.6,4.0,90.0,0.0,4.9,71.0,1.0
3.0,21.0,98.7,2.0,93.0,0.0,6.2,79.0,1.0
7.0,23.0,99.0,7.0,98.0,1.0,9.1,88.0,1.0
3.0,16.0,99.0,9.0,94.0,0.0,4.8,100.0,1.0
7.0,17.0,98.9,2.0,90.0,0.0,6.6,97.0,0.0
5.0,23.0,97.1,10.0,96.0,1.0,4.2,71.0,1.0
0.0,23.0,97.2,1.0,92.0,1.0,9.9,70.0,0.0
10.0,17.0,98.6,6.0,91.0,1.0,9.2,91.0,1.0
8.0,22.0,98.5,2.0,98.0,0.0,6.7,74.0,1.0
3.0,12.0,98.0,9.0,99.0,1.0,7.4,98.0,1.0
10.0,22.0,97.9,9.0,94.0,0.0,9.1,73.0,1.0
1.0,13.0,97.7,10.0,95.0,0.0,8.1,64.0,0.0
5.0,25.0,98.4,3.0,92.0,0.0,8.5,92.0,0.0
1.0,12.0,97.1,7.0,95.0,1.0,9.7,77.0,0.0
7.0,23.0,99.0,1.0,97.0,1.0,5.0,81.0,1.0
4.0,21.0,97.9,0.0,99.0,0.0,4.7,79.0,0.0
4.0,19.0,97.9,9.0,98.0,1.0,4.9,66.0,1.0
3.0,25.0,98.3,8.0,91.0,0.0,8.6,98.0,1.0
1.0,18.0,98.7,6.0,99.0,0.0,7.5,89.0,0.0
5.0,12.0,98.4,4.0,100.0,0.0,8.6,79.0,0.0
4.0,12.0,98.7,5.0,96.0,1.0,6.9,71.0,1.0
9.0,19.0,98.7,1.0,98.0,0.0,6.6,81.0,1.0
2.0,14.0,97.4,2.0,90.0,1.0,5.3,67.0,0.0
10.0,22.0,97.7,10.0,90.0,1.0,6.9,75.0,0.0
9.0,16.0,97.2,7.0,91.0,1.0,7.3,84.0,1.0
2.0,14.0,97.9,6.0,95.0,0.0,8.6,85.0,0.0
2.0,13.0,98.3,6.0,99.0,1.0,5.2,72.0,1.0
1.0,14.0,98.2,5.0,91.0,1.0,8.5,70.0,0.0
3.0,14.0,98.9,7.0,93.0,1.0,9.7,95.0,1.0
0.0,18.0,97.5,3.0,98.0,1.0,7.4,96.0,1.0
0.0,23.0,98.0,10.0,100.0,1.0,9.6,66.0,0.0
10.0,17.0,97.6,6.0,93.0,0.0,9.3,92.0,0.0
8.0,24.0,98.5,10.0,100.0,0.0,5.9,67.0,0.0
0.0,16.0,98.4,6.0,93.0,1.0,5.8,62.0,1.0
4.0,13.0,98.1,4.0,99.0,1.0,5.4,95.0,0.0
5.0,12.0,97.3,2.0,99.0,1.0,8.2,61.0,0.0
9.0,20.0,98.0,1.0,95.0,0.0,10.0,86.0,1.0
2.0,23.0,98.1,5.0,95.0,1.0,6.0,74.0,1.0
6.0,21.0,98.0,5.0,92.0,1.0,5.5,90.0,0.0
10.0,24.0,99.0,4.0,97.0,0.0,4.1,73.0,1.0
3.0,17.0,97.0,0.0,97.0,0.0,8.4,64.0,1.0
2.0,13.0,97.8,0.0,99.0,1.0,8.3,97.0,0.0
10.0,19.0,97.9,5.0,91.0,0.0,4.2,100.0,1.0
2.0,13.0,98.6,8.0,97.0,0.0,8.2,86.0,1.0
10.0,15.0,98.5,4.0,90.0,1.0,6.2,78.0,0.0
9.0,13.0,98.0,9.0,96.0,0.0,5.9,93.0,0.0
3.0,16.0,98.9,7.0,91.0,1.0,5.8,96.0,1.0
10.0,17.0,97.9,6.0,99.0,0.0,6.1,67.0,0.0
3.0,13.0,98.2,4.0,94.0,0.0,9.8,96.0,0.0
0.0,15.0,97.4,2.0,98.0,0.0,5.8,93.0,1.0
8.0,25.0,97.5,8.0,94.0,1.0,5.8,75.0,0.0
10.0,20.0,97.6,4.0,91.0,0.0,8.3,99.0,1.0
0.0,14.0,98.4,9.0,94.0,0.0,5.5,75.0,1.0
4.0,18.0,98.2,5.0,98.0,0.0,4.5,97.0,0.0
5.0,20.0,99.0,4.0,94.0,1.0,9.5,61.0,0.0
5.0,14.0,98.1,4.0,95.0,1.0,4.1,95.0,1.0
0.0,13.0,97.4,0.0,94.0,1.0,7.5,76.0,0.0
10.0,20.0,98.2,8.0,90.0,0.0,7.5,97.0,1.0
10.0,22.0,97.7,2.0,100.0,0.0,6.8,78.0,0.0
7.0,18.0,97.5,10.0,97.0,0.0,8.5,69.0,0.0
5.0,14.0,97.1,3.0,99.0,0.0,5.0,99.0,1.0
6.0,21.0,98.9,3.0,94.0,1.0,7.4,66.0,1.0
4.0,19.0,98.6,8.0,97.0,0.0,8.4,98.0,1.0
4.0,19.0,97.8,0.0,96.0,0.0,7.1,91.0,1.0
6.0,23.0,98.9,1.0,97.0,0.0,4.1,88.0,1.0
4.0,14.0,98.2,1.0,100.0,1.0,8.6,95.0,0.0
3.0,13.0,97.1,8.0,97.0,1.0,8.3,84.0,0.0
9.0,21.0,97.7,10.0,95.0,1.0,4.6,60.0,0.0
0.0,19.0,97.5,3.0,95.0,0.0,7.9,66.0,0.0
0.0,23.0,97.6,6.0,100.0,0.0,4.1,74.0,1.0
5.0,12.0,98.6,0.0,92.0,1.0,5.8,83.0,0.0
9.0,14.0,97.4,10.0,91.0,1.0,6.0,75.0,0.0
7.0,14.0,97.1,8.0,91.0,0.0,6.3,74.0,1.0
1.0,18.0,98.2,1.0,98.0,1.0,5.4,60.0,1.0
7.0,19.0,97.0,7.0,95.0,1.0,4.7,66.0,0.0
3.0,16.0,98.2,5.0,91.0,1.0,6.3,74.0,1.0
10.0,15.0,98.2,9.0,90.0,1.0,4.2,99.0,0.0
5.0,16.0,97.8,6.0,99.0,1.0,5.1,94.0,1.0
3.0,16.0,97.7,4.0,97.0,1.0,5.7,68.0,1.0
